StartDate,EndDate,Duration..in.seconds.,RecordedDate,ResponseId,consent,inputstate,state_timing_First.Click,state_timing_Last.Click,state_timing_Page.Submit,state_timing_Click.Count,votereg,votereg_timing_First.Click,votereg_timing_Last.Click,votereg_timing_Page.Submit,votereg_timing_Click.Count,year_born,birthyr_timing_First.Click,birthyr_timing_Last.Click,birthyr_timing_Page.Submit,birthyr_timing_Click.Count,marstat,marstat_timing_First.Click,marstat_timing_Last.Click,marstat_timing_Page.Submit,marstat_timing_Click.Count,child,child_timing_First.Click,child_timing_Last.Click,child_timing_Page.Submit,child_timing_Click.Count,religpew,religpew_timing_First.Click,religpew_timing_Last.Click,religpew_timing_Page.Submit,religpew_timing_Click.Count,pew_bornagain,bornagain_timing_First.Click,bornagain_timing_Last.Click,bornagain_timing_Page.Submit,bornagain_timing_Click.Count,employ,employ_timing_First.Click,employ_timing_Last.Click,employ_timing_Page.Submit,employ_timing_Click.Count,ownhome,ownhome_3_TEXT,Q69_First.Click,Q69_Last.Click,Q69_Page.Submit,Q69_Click.Count,attention.check,D_open,R_open,urbancity,GrowUp,RuralResImportance,RuralSelfConcept,RuralWeThey,way_of_life_1,way_of_life_2,way_of_life_3,pid3,dem_strength,rep_strength,ind_lean,ideo5,presvote20_post,intent,gcb2022,gcb2022_3_TEXT,gcb2022_voted,gcb2022_voted_3_TEXT,gcb_2022lean,newsint,mostimpt,abortion_vote,abortion_passage,abortion_support,baker_fave_1,baker_qualified,baker_trust,baker_party,mitchell_fave_1,mitchell_ideology,mitchell_donation_1,mitchell_vote,mitchell_biglie,mitchell_tariffs,rate_economy,inflation_household,biden_inflation,biden_responsible,urban_grid_1,urban_grid_2,urban_grid_3,C1P_1,C2P_1,C1N_1,C2N_1,Grid.Question_1,Grid.Question_2,Grid.Question_3,Grid.Question_4,Grid.Question_5,Grid.Question_6,Grid.Question_7,policinggrid_timing_First.Click,policinggrid_timing_Last.Click,policinggrid_timing_Page.Submit,policinggrid_timing_Click.Count,instruction_timing_First.Click,instruction_timing_Last.Click,instruction_timing_Page.Submit,instruction_timing_Click.Count,mand_min,mandmin_timing_First.Click,mandmin_timing_Last.Click,mandmin_timing_Page.Submit,mandmin_timing_Click.Count,bodycam,bodycam_timing_First.Click,bodycam_timing_Last.Click,bodycam_timing_Page.Submit,bodycam_timing_Click.Count,increasefunds,increase_timing_First.Click,increase_timing_Last.Click,increase_timing_Page.Submit,increase_timing_Click.Count,decreasefunds,decrease_timing_First.Click,decrease_timing_Last.Click,decrease_timing_Page.Submit,decrease_timing_Click.Count,chokeholds,chokeholds_timing_First.Click,chokeholds_timing_Last.Click,chokeholds_timing_Page.Submit,chokeholds_timing_Click.Count,registry,registry_timing_First.Click,registry_timing_Last.Click,registry_timing_Page.Submit,registry_timing_Click.Count,surplus,surplus_timing_First.Click,surplus_timing_Last.Click,surplus_timing_Page.Submit,surplus_timing_Click.Count,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,urbanrand,abortion,baker,bakerpronoun,family,conventional,endorsement,inflation,urban,partyprime,Name1,Gender1,Name2,Gender2,LastName1,LastName2,Age1,Age2,Race1,Race2,Party1,Party2,CampaignFocus1,CampaignFocus2,age_asked,nationalweight,Voted,lvweight
10/26/22 11:21,10/26/22 11:29,497,10/26/22 11:29,R_ummadhL83rkg31n,1,10,1.296,2.98,4.101,2,1,1.32,1.32,2.373,1,1975,1.203,1.203,2.81,1,1,0.784,1.34,1.869,2,2,0.648,0.648,1.968,1,1,1.449,2.873,3.312,3,1,1.287,1.287,1.688,1,6,1.969,4.144,5.432,2,1,NA,1.156,1.156,2.465,1,3,NA,NA,1,1,3,4,4,3,3,2,3,NA,NA,2,3,2,3,NA,NA,2,NA,NA,3,5,1,1,1,7,5,2,3,29,6,0,1,3,4,3,2,3,2,1,5,5,59,50,NA,NA,1,1,2,1,1,1,2,6.354,38.676,39.753,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63596c3f-e735-70a6-3d8f-fb5319767214,47,2,15,1,1,3,5,4,33604,4,make abortion available in all cases.,Linda,her,", a 40 year old wife to her loving husband and mother of three children, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has said, “I will NOT be endorsing Terry Mitchell for Congress!”",The following questions will ask for your views on issues related to the economy and inflation.,"“By decreasing car usage and increasing housing density, we can improve our local economies. People who walk or bike by a store are 25% more likely to shop there than those who drive by. Bike lane construction in major US cities gave local businesses up to a 49% increase in retail sales. In total, the US could see an increase in over $100 billion in economic activity if our communities were walkable and bikeable”",2,Linda,Female,Lisa,Female,Jones,Johnson,48,68,White,White,Republican,Republican,Government policy has made it so that small town way of life has gotten harder and harder. My campaign wants to ensure that these communities are able to continue living as they always have.,"As a politician, I want to focus more on my big city constituents by giving them the funding and attention they deserve to best represent their interests.",47,1.006696999,0.866,0.871799601
10/26/22 11:23,10/26/22 11:29,365,10/26/22 11:29,R_DNL5d0JdxWhzyDf,1,49,10.765,10.765,13.101,1,1,0.38,0.38,0.856,1,1994,0.241,4.574,5.301,2,5,2.032,2.416,3.282,2,2,0.691,0.691,1.465,1,10,0.723,2.439,3.395,3,2,0.455,0.821,1.617,2,1,8.673,9.424,10.314,3,1,NA,0.98,2.164,3.234,3,3,NA,NA,3,1,2,2,4,3,3,3,2,NA,1,NA,5,2,1,2,NA,NA,NA,NA,2,6,4,3,4,7,2,5,3,89,6,9,3,3,3,5,5,4,4,4,4,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.373,0,2,2.25,2.25,2.685,1,2,1.04,1.04,1.429,1,1,1.76,1.76,2.269,1,2,0.455,1.138,1.694,2,2,0.801,0.801,1.443,1,2,1.322,1.322,1.727,1,2,0.638,0.638,1.107,1,63596cbe-fc04-4ee9-2f3d-4a16841de9fa,28,2,8,1,1,2,10,4,98022,2,make abortion not available in most cases.,Linda,her,", a 40 year old single woman, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""",The following questions will ask for your views on issues related to the economy and inflation.,"“City planners should adopt a sustainable approach that increases density and non-car modes of transportation if we want to address the climate crisis. Transportation accounts for around 40% of carbon emissions in the US, and so policies that increase walking, biking, and public transit usage will decrease our carbon footprint.”",2,Linda,Female,Mike,Male,Moore,Davis,43,53,Hispanic,African American,Democrat,Democrat,"Growing up in a small rural town has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.","Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.",28,1.44460537,0.234,0.338037656
10/26/22 11:19,10/26/22 11:29,604,10/26/22 11:29,R_1dv5nQHbYiNpW1X,1,10,1.343,1.343,4.535,1,1,1.04,1.04,2.15,1,1951,1.052,1.052,5.737,1,3,1.614,1.614,2.746,1,1,1.518,1.518,2.323,1,12,0.979,2.529,3.468,2,2,1.9,1.9,2.949,1,2,1.825,4.466,5.473,2,1,NA,1.557,1.557,2.714,1,3,NA,NA,3,1,4,1,4,1,1,3,1,2,NA,NA,2,1,1,1,NA,NA,NA,NA,2,1,2,5,1,7,3,5,3,42,3,2,1,1,3,2,2,1,1,3,1,3,49,50,NA,NA,1,1,1,2,1,1,1,5.395,38.057,39.43,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63596be5-497f-cb13-de14-f541e66fceb3,71,2,4,1,1,5,2,4,34431,5,make abortion not available in most cases.,Linda,her,", a 40 year old woman, is running for Congress.","Terry supports raising taxes on wealthy individuals and large corporations, wants to expand the role of the federal government in the health insurance marketplace, and believes in a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the month-on-month inflation rate was 0.1% — below the previous decade’s monthly average — meaning that over the previous month, prices had risen by an average of 0.1%.","“City planners should adopt a sustainable approach that increases density and non-car modes of transportation if we want to address the climate crisis. Transportation accounts for around 40% of carbon emissions in the US, and so policies that increase walking, biking, and public transit usage will decrease our carbon footprint.”",2,Linda,Female,David,Male,Harris,Moore,47,33,White,Hispanic,Republican,Democrat,"As a politician, I want to focus more on my rural constituents by giving them the funding and attention they deserve to best represent their interests.","Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.",71,1.482235918,0.96,1.422946481
10/26/22 11:25,10/26/22 11:29,255,10/26/22 11:29,R_2t8W25482eeIs6w,1,15,0.523,0.523,2.653,1,1,1.076,1.076,1.929,1,1996,0.439,0.439,3.601,1,1,0.582,1.542,2.399,2,2,1.017,2.592,4.288,3,12,0.614,5.997,6.607,6,2,2.242,2.242,2.835,1,1,0.642,1.643,2.458,2,1,NA,0.671,0.671,1.406,1,3,They are okay with me,I don’t really like republicans,1,2,4,1,2,2,2,3,1,1,NA,NA,3,1,1,1,NA,NA,NA,NA,1,2,3,2,3,8,2,1,1,78,2,46,2,1,2,1,2,2,1,2,4,2,80,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.79,0,1,0.626,0.626,1.17,1,1,0.464,0.464,1.025,1,1,0.406,0.997,1.013,2,2,0.096,0.096,0.829,1,1,0.415,0.415,1.042,1,1,0.385,0.385,1.079,1,2,0.204,0.204,0.9,1,63596d46-1323-0b85-90dc-6ea90227f853,26,1,1,2,1,2,1,2,46322,5,make abortion not available at all.,Linda,her,", a 40 year old single woman, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has said, “I will NOT be endorsing Terry Mitchell for Congress!”","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the month-on-month inflation rate was 0.1% — below the previous decade’s monthly average — meaning that over the previous month, prices had risen by an average of 0.1%.","“City planners should adopt a sustainable approach that increases density and non-car modes of transportation if we want to address the climate crisis. Transportation accounts for around 40% of carbon emissions in the US, and so policies that increase walking, biking, and public transit usage will decrease our carbon footprint.”",1,Robert,Male,Robert,Male,Jones,Thompson,33,41,White,White,Republican,Republican,"Big cities have not been fairly represented in the decision-making process at the national level. As a politician, I want to change that.","Rural areas have not been fairly represented in the decision-making process at the national level. As a politician, I want to change that.",26,2.040371011,0.128,0.261167489
10/26/22 11:20,10/26/22 11:30,576,10/26/22 11:30,R_RJ1gyta2ttsMfi9,1,14,1,1,3.305,1,1,1.463,1.463,2.247,1,1956,0.767,0.767,4.901,1,6,2.244,3.828,4.862,3,1,2.098,3.634,4.812,2,2,1.634,3.186,7.415,2,2,1.927,1.927,2.985,1,5,2.551,4.359,5.472,3,1,NA,1.85,2.926,4.223,2,3,Not good,Not good,2,2,3,3,3,2,4,3,5,NA,NA,4,6,1,1,4,NA,NA,NA,2,2,7,1,5,2,7,5,3,1,19,5,0,2,4,3,3,2,3,2,2,2,2,NA,NA,56,74,2,1,1,2,2,1,2,10.25,41.802,43.18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63596c5b-9c52-6635-8a24-0053f74d382a,66,1,-3105,1,1,3,2,2,60096,4,make abortion not available at all.,Mike,his,", a 40 year old single man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the year-on-year inflation rate was 8.3% — above the previous decade’s yearly average — meaning that over the previous year, prices had risen by an average of 8.3%.","“Owning a car costs the average person over $700,000 over their lifetime. This large cost is a much bigger burden for poor and working class families, with the poorest 10% of U.S. households spending 7.5 times as much of their income on vehicle costs compared to the richest 10%. The large cost increases wealth inequality and prevents economic mobility, disproportionately affecting women and people of color.”",1,Mike,Male,John,Male,Moore,Johnson,66,44,African American,African American,Republican,Republican,"Growing up in a small rural town has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.",Government policy has made it so that small town way of life has gotten harder and harder. My campaign wants to ensure that these communities are able to continue living as they always have.,66,1.367053649,1,1.367053649
10/26/22 11:25,10/26/22 11:30,252,10/26/22 11:30,R_2atp0Ozwk09CKcH,1,31,0.42,0.42,3.254,1,1,0.616,0.616,1.205,1,1998,0.271,0.271,2.955,1,6,1.906,2.574,3.561,2,2,0.599,0.599,1.602,1,11,0.821,8.095,8.952,7,2,1.026,1.026,1.977,1,1,0.646,1.413,2.92,3,1,NA,1.318,2.314,4.058,3,3,NA,NA,2,1,3,3,4,3,3,2,1,1,NA,NA,2,1,1,1,NA,NA,NA,NA,2,5,1,3,2,6,2,3,1,79,2,67,4,4,3,3,2,3,3,2,3,2,NA,NA,73,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.253,0,1,0.543,0.543,1.58,1,1,0.593,0.593,1.378,1,2,1.015,1.015,1.933,1,1,0.425,0.425,1.31,1,2,1.641,3.725,5.562,4,1,0.493,0.493,1.179,1,2,1.39,3.242,4.312,3,63596db6-bc94-00f8-fb8c-ba753fc343cd,24,1,17,2,16,5,1,1,7885,5,make abortion not available in most cases.,Mike,his,", a 40 year old man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has said, “I will NOT be endorsing Terry Mitchell for Congress!”","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the month-on-month inflation rate was 0.1% — below the previous decade’s monthly average — meaning that over the previous month, prices had risen by an average of 0.1%.","“For thousands of years, humans built cities by slowly, incrementally growing to reduce the risk of economic and social failure. That all changed in the 1940s, when the federal government spent millions on highway and suburban expansion. Now, cities are economically insolvent, on average receiving 10 cents in revenue for every dollar spent on infrastructure and $5 trillion in infrastructure debt across the country.”",2,Susan,Female,Mary,Female,Davis,Brown,48,57,White,African American,Republican,Republican,Government policy has made it so that small town way of life has gotten harder and harder. My campaign wants to ensure that these communities are able to continue living as they always have.,"Growing up in a small rural town has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.",24,1.259916684,0.042,0.052916501
10/26/22 11:23,10/26/22 11:30,392,10/26/22 11:30,R_21EBFaAWTAfgrIk,1,49,1.264,3.916,5.091,2,1,1.339,1.339,2.689,1,1990,1.155,1.155,4.287,1,1,3.503,3.503,4.832,1,1,1.293,1.293,2.219,1,2,1.576,1.576,3.459,1,2,2.585,2.585,3.873,1,1,1.604,1.604,3.346,1,1,NA,1.594,1.594,2.936,1,3,very positive,normal,1,2,4,4,4,2,1,1,3,NA,NA,1,3,1,1,1,NA,NA,NA,NA,1,1,1,4,2,9,1,1,1,89,2,89,5,5,4,1,1,1,3,1,1,1,91,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.028,0,1,0.81,0.81,2.805,1,1,0.75,0.75,1.973,1,1,0.674,0.674,2.074,1,2,0.479,1.824,2.914,2,1,0.394,0.394,1.345,1,1,0.788,0.788,1.969,1,2,0.197,0.197,1.452,1,63596ce3-1cc8-c41c-bef5-d5fc72975bd9,32,1,19,1,1,5,4,1,10011,5,make abortion not available at all.,Linda,her,", a 40 year old single woman, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.",NA,"The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the month-on-month inflation rate was 0.1% — below the previous decade’s monthly average — meaning that over the previous month, prices had risen by an average of 0.1%.","“For thousands of years, humans built cities by slowly, incrementally growing to reduce the risk of economic and social failure. That all changed in the 1940s, when the federal government spent millions on highway and suburban expansion. Now, cities are economically insolvent, on average receiving 10 cents in revenue for every dollar spent on infrastructure and $5 trillion in infrastructure debt across the country.”",1,David,Male,Robert,Male,Jones,Thompson,33,49,African American,White,Democrat,Democrat,"Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.","Growing up in a big city has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.",32,0.601380973,0.998,0.600178211
10/26/22 11:16,10/26/22 11:30,848,10/26/22 11:30,R_3jVBRqrCSZOSNsl,1,36,0.502,0.502,5.302,1,1,0.501,1.494,2.2,2,1991,0.6,0.6,5.96,1,5,1.754,2.954,3.401,3,2,1.5,1.5,2.251,1,12,1.008,2.701,3.452,3,1,5.394,5.394,6.001,1,1,0.7,2.416,2.8,3,2,NA,0.501,1.429,1.985,2,3,Indifferent,There ok,1,1,2,1,2,2,2,2,3,NA,NA,2,3,2,1,2,NA,NA,NA,NA,2,2,2,2,1,7,3,2,2,72,4,23,2,2,2,2,2,3,2,4,2,3,67,23,NA,NA,1,2,2,2,2,2,1,2.394,11.757,12.631,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63596b61-13c0-a287-2c15-10bb6dee2e32,31,1,7,2,1,1,4,2,44035,2,make abortion available in most cases.,Mike,his,", a 40 year old single man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""",The following questions will ask for your views on issues related to the economy and inflation.,"“Owning a car costs the average person over $700,000 over their lifetime. This large cost is a much bigger burden for poor and working class families, with the poorest 10% of U.S. households spending 7.5 times as much of their income on vehicle costs compared to the richest 10%. The large cost increases wealth inequality and prevents economic mobility, disproportionately affecting women and people of color.”",1,Lisa,Female,Robert,Male,Williams,Brown,32,50,White,White,Democrat,Democrat,"Growing up in a small rural town has taught me the importance of community. Thinking about government resources, people in communities like mine have always received less than their fair share. It’s time to change that.","Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.",31,0.751265156,0.254,0.19082135
10/26/22 11:23,10/26/22 11:30,405,10/26/22 11:30,R_1P67b9eVvOPQOVC,1,21,0.542,0.542,2.643,1,1,0.64,1.057,1.554,2,1990,0.322,0.322,2.92,1,2,0.673,1.784,2.593,3,1,0.682,1.016,1.913,2,10,0.827,1.737,2.732,2,2,0.762,0.762,1.398,1,2,0.365,1.443,2.108,3,2,NA,0.935,0.935,1.323,1,3,Soft,Strict,2,2,1,5,5,1,2,1,3,NA,NA,2,3,4,1,1,NA,NA,NA,NA,3,2,1,4,1,10,1,1,1,0,7,0,1,4,5,4,1,4,2,1,2,1,NA,NA,0,12,1,1,2,1,2,1,1,3.885,21.692,22.92,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63596d05-28c5-8f0c-3f8d-d028387a3d51,32,2,7,2,1,4,4,3,76544,5,make abortion available in all cases.,Mike,his,", a 40 year old man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has given Terry Mitchell his “complete and total endorsement!""","The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the year-on-year inflation rate was 8.3% — above the previous decade’s yearly average — meaning that over the previous year, prices had risen by an average of 8.3%.","“By decreasing car usage and increasing housing density, we can improve our local economies. People who walk or bike by a store are 25% more likely to shop there than those who drive by. Bike lane construction in major US cities gave local businesses up to a 49% increase in retail sales. In total, the US could see an increase in over $100 billion in economic activity if our communities were walkable and bikeable”",1,David,Male,Linda,Female,Johnson,Williams,66,70,White,African American,Republican,Democrat,"As a politician, I want to focus more on my rural constituents by giving them the funding and attention they deserve to best represent their interests.","Big cities have not been fairly represented in the decision-making process at the national level. As a politician, I want to change that.",32,1.17416345,0.056,0.065753153
10/26/22 11:22,10/26/22 11:30,447,10/26/22 11:30,R_3NOKqnVeZuixydL,1,42,0.514,0.514,3.487,1,1,0.742,0.742,1.234,1,1988,0.34,3.649,7.362,3,1,0.412,0.412,1.325,1,1,1.092,1.092,1.925,1,1,3.897,5.731,6.634,4,1,1.344,1.344,1.838,1,1,0.741,1.215,4.278,2,1,NA,2.875,2.875,3.51,1,3,NA,NA,1,1,5,1,1,1,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,1,3,1,1,1,10,1,1,2,100,6,100,4,1,3,3,1,2,1,1,1,1,100,100,NA,NA,1,1,1,2,1,1,1,5.467,31.873,32.501,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63596ca1-5013-c368-82ab-085a15e9772f,34,2,15,1,1,5,1,3,29501,4,make abortion available in all cases.,Linda,her,", a 40 year old woman, is running for Congress.","Terry supports raising taxes on wealthy individuals and large corporations, wants to expand the role of the federal government in the health insurance marketplace, and believes in a path to citizenship for undocumented immigrants.","Former President Trump has said, “I will NOT be endorsing Terry Mitchell for Congress!”",The following questions will ask for your views on issues related to the economy and inflation.,"“For thousands of years, humans built cities by slowly, incrementally growing to reduce the risk of economic and social failure. That all changed in the 1940s, when the federal government spent millions on highway and suburban expansion. Now, cities are economically insolvent, on average receiving 10 cents in revenue for every dollar spent on infrastructure and $5 trillion in infrastructure debt across the country.”",2,Mike,Male,Lisa,Female,Jones,Thompson,61,47,African American,White,Democrat,Democrat,"Growing up in a small rural town has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.","Growing up in a big city has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.",34,0.681140658,1,0.681140658
10/26/22 11:24,10/26/22 11:30,355,10/26/22 11:30,R_2z6XLVCegtGuoHn,1,7,0.32,0.32,1.601,1,1,0.521,0.521,1.027,1,1991,0.23,2.384,2.944,2,5,1.114,1.775,2.5,2,2,0.559,0.559,1.166,1,2,0.579,0.973,1.556,2,2,0.58,0.58,1.079,1,4,0.416,1.469,1.902,3,2,Live with parents,1.018,5.754,6.473,3,3,Worse then Republicans,Not the best party,2,2,1,5,5,1,1,2,3,NA,NA,2,4,3,1,2,NA,NA,NA,NA,2,4,1,4,3,10,2,2,1,26,7,0,2,4,2,3,2,4,2,2,4,3,NA,NA,50,50,1,1,2,1,1,1,2,2.951,18.65,19.102,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63596d1d-8d97-ab28-eae4-028fb2ec628d,31,1,12,1,1,3,5,1,6360,3,make abortion available in all cases.,Mike,his,", a 40 year old man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.","Former President Trump has said, “I will NOT be endorsing Terry Mitchell for Congress!”",The following questions will ask for your views on issues related to the economy and inflation.,"“By decreasing car usage and increasing housing density, we can improve our local economies. People who walk or bike by a store are 25% more likely to shop there than those who drive by. Bike lane construction in major US cities gave local businesses up to a 49% increase in retail sales. In total, the US could see an increase in over $100 billion in economic activity if our communities were walkable and bikeable”",1,Lisa,Female,Susan,Female,Harris,Williams,41,57,White,White,Democrat,Republican,"As a politician, I want to focus more on my rural constituents by giving them the funding and attention they deserve to best represent their interests.","Growing up in a small rural town has taught me the importance of community. As a politician, I will fight for places like the one I grew up in.",31,0.306144053,0.46,0.140826264
10/26/22 11:23,10/26/22 11:30,420,10/26/22 11:30,R_25BF0CjJSmBvmsN,1,10,6.062,6.062,7.942,1,1,2.548,2.548,3.515,1,1989,0.376,0.376,3.505,1,1,0.402,0.8,1.965,2,2,11.562,11.562,12.498,1,12,1.117,2.109,3.154,2,2,5.398,5.398,6.391,1,1,5.373,6.389,7.769,3,2,NA,1.825,1.825,3.111,1,3,NA,NA,1,1,1,4,5,3,3,3,3,NA,NA,3,3,1,5,4,NA,NA,NA,4,3,2,3,5,1,4,5,5,3,55,4,0,3,3,3,3,5,5,1,5,5,5,47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.909,0,1,4.362,4.362,5.781,1,1,2.393,2.393,3.421,1,2,11.14,11.14,12.062,1,1,1.784,1.784,2.713,1,2,2.062,2.062,2.901,1,1,6.268,6.268,7.171,1,2,2.397,4.404,6.412,2,63596d0d-c569-bd64-02e2-12974c3c1f0c,33,1,-3105,1,1,6,4,3,32827,3,make abortion not available at all.,Mike,his,", a 40 year old single man, is running for Congress.","Terry supports lowering taxes on wealthy individuals and large corporations, wants to limit the role of the federal government in the health insurance marketplace, and opposes a path to citizenship for undocumented immigrants.",NA,"The following questions will ask for your views on issues related to the economy and inflation. For reference, when the Bureau of Labor Statistics reported its August update at the end of the summer, the month-on-month inflation rate was 0.1% — below the previous decade’s monthly average — meaning that over the previous month, prices had risen by an average of 0.1%.","“For thousands of years, humans built cities by slowly, incrementally growing to reduce the risk of economic and social failure. That all changed in the 1940s, when the federal government spent millions on highway and suburban expansion. Now, cities are economically insolvent, on average receiving 10 cents in revenue for every dollar spent on infrastructure and $5 trillion in infrastructure debt across the country.”",2,Lisa,Female,David,Male,Johnson,Harris,36,65,White,White,Democrat,Republican,Government policy has made it so that small town way of life has gotten harder and harder. My campaign wants to ensure that these communities are able to continue living as they always have.,"As a politician, I want to focus more on my rural constituents by giving them the funding and attention they deserve to best represent their interests.",33,0.15662012,0.224,0.035082907
